uid,activity_sector,PREVIOUS_DEP,JOB_DEP,JOB_DESCRIPTION,type_of_contract,Occupational_status,job_condition,employer_type,WORKING_HOURS,employee_count
3304,"FZ","72","72","632a","CDI","O","C","ct_9",1074,"tr_4"
3307,"OZ","24","24","523c","AUT","O","P","ct_2",1560,"tr_1"
3310,"HZ","94","75","372b","CDI","O","C","ct_5",2002,"tr_6"
3320,"QB","32","32","525d","CDI","O","C","ct_8",1707,"tr_4"
3324,"NZ","49","49","564a","CDI","O","C","ct_8",2040,"tr_1"
3330,"CI","03","03","477a","CDI","O","P","ct_9",890,"tr_6"
3332,"NZ","27","27","691e","TOA","O","P","ct_8",637,"tr_1"
3338,"FZ","78","78","632g","CDI","O","C","ct_9",1251,"tr_1"
3343,"PZ","69","69","525a","CDI","O","C","ct_8",2316,"tr_6"
3344,"QB","46","46","563b","CDI","O","N","ct_7",1054,"tr_1"
3347,"MC","13","13","433a","CDI","O","P","ct_6",1232,"tr_1"
3353,"QB","78","78","526a","CDI","O","C","ct_9",1804,"tr_4"
3368,"SZ","77","77","541b","CDI","O","P","ct_9",893,"tr_1"
3375,"QA","42","42","525d","CDD","O","C","ct_3",1989,"tr_6"
3388,"QB","07","07","434e","CDI","O","P","ct_8",1365,"tr_1"
3393,"FZ","93","93","542a","CDI","O","C","ct_9",174,"tr_0"
3394,"TZ",NA,NA,"563c","CDI","O","N","ct_7",276,"tr_0"
3401,"SZ","30","30","543b","CDI","O","P","ct_8",780,"tr_1"
3450,"QB",NA,NA,"563b","CDI","O","P","ct_9",1518,"tr_5"
3465,"CA","80","80","554a","CDI","O","C",NA,312,NA
3466,"GZ","35","69","463e","AUT","O","N","ct_9",960,"tr_6"
3470,"JC","75","77","333e","CDI","O","C","ct_1",1820,"tr_5"
3479,"QA","57","57","526a","CDI","O","P","ct_8",1197,"tr_2"
3486,"FZ","60","75","382c","CDI","O","P","ct_5",1462,"tr_5"
3500,"SZ","30","30","441a","CDI","O","C","ct_8",1828,"tr_1"
3522,"CC","02","02","652a","CDI","O","P","ct_9",971,"tr_3"
3529,"CF","94",NA,"374c","CDI","O","C","ct_9",1507,"tr_1"
3559,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
3580,"PZ","92","92","422d","CDI","O","P","ct_8",917,"tr_4"
3587,"PZ","49","49","422c","CDI","O","P","ct_8",807,"tr_4"
3597,"QB","71","71","534a","CDI","O","C",NA,228,NA
3602,"MA","16","59","374a","CDI","O","C","ct_9",1820,"tr_6"
3625,"QB","01","01","526a","CDI","O","C","ct_8",1820,"tr_4"
3628,"QA","68","68","526e","CDI","O","C","ct_9",1855,"tr_3"
3633,"QB","91","91","525d","CDI","O","C","ct_8",1755,"tr_4"
3657,"KZ","92","75","376d","CDI","O","C","ct_9",1785,"tr_1"
3667,"JC","63","63","373b","CDI","O","C","ct_9",1820,"tr_4"
3673,"MA","59","59","684a","CDI","O","C",NA,935,NA
3703,"QA","81","81","684a","CDI","O","P","ct_9",569,"tr_1"
3710,"NZ","17","16","534a","CDI","O","C","ct_9",1352,"tr_3"
3716,"IZ","91","91","543g","CDI","O","C","ct_9",714,"tr_3"
3717,"QA","60","60","526a","CDI","O","P","ct_8",893,"tr_4"
3724,"CH","08","08","673c","CDI","O","C","ct_9",1107,"tr_6"
3730,"QB","01","01","526a","CDI","O","C","ct_8",1820,"tr_4"
3741,"PZ","38","38","461d","CDI","O","P","ct_4",1543,"tr_5"
3743,"QB","67","67","525d","CDI","O","P","ct_8",754,"tr_5"
3745,"NZ","06","06","684a","CDI","O","P","ct_9",979,"tr_6"
3749,"QA","26","26","525d","CDI","O","C","ct_8",1178,"tr_6"
3797,"MB","84","92","461f","CDI","O","C","ct_5",1820,"tr_6"
3798,"CJ","29","29","473a","CDI","O","C","ct_9",1820,"tr_6"
3801,"HZ","54","75","333c","CDI","O","C","ct_9",1820,"tr_6"
3811,"NZ","63","63","641a","TTP","O","N","ct_9",306,"tr_1"
3816,"QB","70","70","563a","CDI","O","N","ct_7",3000,"tr_1"
3819,"HZ","26","26","451a","CDI","O","C","ct_9",424,"tr_4"
3821,"SZ","75","75","684a","CDI","O","C","ct_9",1582,"tr_1"
3844,"CH","69","63","462e","CDI","O","C","ct_9",1820,"tr_3"
3852,"TZ","27","60","563c","CDI","O","C",NA,760,NA
3861,"HZ","65","65","451a","CDI","O","C","ct_9",1820,"tr_3"
3869,"GZ","75","75","676c","CDI","O","C","ct_9",1421,"tr_1"
3877,"MA","50","50","543b","CDI","O","C","ct_9",2068,"tr_2"
3879,"OZ","38","38","335a","CDI","O","C",NA,191,NA
3899,"SZ","62","59","563b","CDI","O","P","ct_9",1023,"tr_4"
3905,"HZ","34","34","451a","CDI","O","P","ct_9",1274,"tr_3"
3911,"QB","91","91","525d","CDI","O","C","ct_9",3000,"tr_3"
3919,"QB","89","89","563b","CDI","O","C","ct_8",1111,"tr_5"
3932,"QB","14","14","563a","CDI","O","N","ct_7",3000,"tr_1"
3944,"QA","62","62","526b","CDI","O","P","ct_6",1228,"tr_1"
3967,"OZ","30","30","477d","AUT","O","C","ct_1",608,"tr_2"
3970,"NZ","13","13","632g","TTP","O","N","ct_9",971,"tr_1"
3973,"GZ","53","53","641a","CDI","O","C","ct_9",2062,"tr_3"
3976,"OZ","33","33","461f","CDI","O","C","ct_1",1820,"tr_4"
3977,"CK","39","39","623a","CDI","O","C","ct_9",1950,"tr_4"
4024,"GZ","61","27","542b","CDI","O","P","ct_9",787,"tr_4"
4036,"CB","69","69","675a","CDI","O","C","ct_9",1717,"tr_1"
4050,"OZ","11","31","479b","AUT","O","C","ct_1",1820,"tr_6"
4054,"QA","77","77","526e","CDI","O","C","ct_9",1727,"tr_2"
4059,"MB","13","13","342g","CDI","O","C","ct_5",2049,"tr_6"
4062,"GZ","66","66","554g","CDI","O","P","ct_9",1341,"tr_2"
4068,"QA","44","44","526a","CDI","O","C","ct_9",1808,"tr_6"
4070,"NZ","13","13","543f","CDI","O","C","ct_9",1399,"tr_2"
4078,"AZ",NA,"84","691d","CDI","O","C",NA,132,NA
4081,"QA","75","93","526a","CDI","O","C","ct_9",2831,"tr_6"
4109,"HZ","01","01","333c","CDI","O","P","ct_9",1274,"tr_2"
4119,"GZ","75","75","543g","CDI","O","C","ct_9",1365,"tr_2"
4136,"QB","85","85","563a","CDI","O","N","ct_7",1171,"tr_0"
4140,"NZ","13","13","684a","CDI","O","P","ct_9",1340,"tr_3"
4142,"OZ","92","75","524b","CDI","O","C","ct_1",1820,"tr_5"
4150,"QB","06","06","541b","CDI","O","C","ct_8",1820,"tr_2"
4156,"QB","67","68","632k","CDI","O","C","ct_3",1820,"tr_6"
4160,"HZ","94","94","451a","CDI","O","C","ct_9",1822,"tr_3"
4193,"NZ","95","95","684a","CDI","O","P","ct_9",1721,"tr_1"
4198,"IZ","93","95","561d","CDI","O","C","ct_9",1067,"tr_6"
4199,"GZ","09","09","542a","CDI","O","C","ct_9",1655,"tr_1"
4219,"CL","92","78","387d","CDI","O","C","ct_9",1906,"tr_6"
4220,"QB","84","13","526a","CDI","O","C","ct_8",1398,"tr_4"
4223,"NZ","77","91","684a","CDI","O","P","ct_9",1219,"tr_6"
4228,"PZ","35","35","341a","CDI","O","C","ct_8",1820,"tr_5"
4236,"FZ","93","93","543b","CDI","O","C","ct_9",1483,"tr_1"
4239,"MA","21","21","543b","CDI","O","C","ct_9",1734,"tr_1"
4249,"TZ","64","64","563a","CDI","O","N","ct_7",759,"tr_1"
4255,"GZ","75","75","554e","CDI","O","C","ct_9",1235,"tr_1"
4259,"QB","77","77","563b","CDI","O","P","ct_8",1519,"tr_3"
4273,"QA","57","57","451h","CDI","O","P","ct_3",1274,"tr_6"
4281,"CA","86","86","554a","CDI","O","C",NA,1111,NA
4294,"NZ","78","91","534a","CDI","O","C","ct_9",1980,"tr_6"
4317,"CL","75","92","372b","CDI","O","C","ct_9",1962,"tr_6"
4321,"CH","93","77","484b","CDI","O","C","ct_9",1844,"tr_3"
4333,"QB","17","17","563b","AUT","O","C","ct_2",1827,"tr_4"
4338,"MA","75","75","543h","CDD","O","P","ct_9",477,"tr_1"
4354,"CI","49","49","622e","CDI","O","C","ct_9",1569,"tr_6"
4355,"QA","59","59","525d","CDI","O","C","ct_9",1820,"tr_6"
4366,"NZ","71","71","534a","CDI","O","C","ct_9",1820,"tr_6"
4398,"QB","84","84","563a","CDI","O","N","ct_7",3000,"tr_1"
4402,"PZ","38","73","525a","CDI","O","C","ct_8",1444,"tr_3"
4406,"GZ","29","29","676a","CDI","O","C","ct_9",1758,"tr_0"
4416,"HZ",NA,NA,"546e","CDI","O","C",NA,361,NA
4425,"QB","69","69","563b","CDI","O","P","ct_9",713,"tr_4"
4431,"NZ","29","44","534a","CDI","O","C","ct_9",1897,"tr_6"
4435,"MB","13","13","543g","CDI","O","C","ct_9",1820,"tr_4"
4436,"GZ","64","64","554e","CDI","O","C","ct_9",643,"tr_2"
4450,"QB","27","27","526d","CDI","O","C","ct_8",1820,"tr_3"
4460,"OZ","34","34","524c","AUT","O","C","ct_2",1820,"tr_6"
4471,"CC","95","75","374d","CDI","O","C","ct_9",1771,"tr_1"
4505,"GZ","35","35","554b","CDI","O","C","ct_9",2041,"tr_2"
4542,"OZ","41","41","621f","CDI","O","N",NA,269,NA
4548,"QB","68","68","526a","CDI","O","C","ct_9",1970,"tr_4"
4555,"MC","47","47","526b","CDI","O","P","ct_9",1698,"tr_1"
4562,"SZ","06","06","526c","CDI","O","C","ct_8",1230,"tr_3"
4573,"CA","94","75","643a","CDD","O","C","ct_9",2028,"tr_2"
4580,"QA","91","75","526a","CDI","O","C","ct_8",304,"tr_6"
4601,"NZ","93","94","684a","CDI","O","C","ct_9",1820,"tr_6"
4613,"QB","27","27","525d","CDI","O","P","ct_8",829,"tr_4"
4638,"FZ","78","78","382c","CDI","O","C","ct_9",1782,"tr_1"
4639,"MA","75","75","461b","CDI","O","C","ct_9",1820,"tr_1"
4647,"GZ","40","82","543f","CDI","O","C","ct_9",910,"tr_4"
4649,"QB","77","93","636d","CDI","O","C","ct_8",1302,"tr_1"
4670,"QB","30","30","525a","CDI","O","P","ct_8",1081,"tr_3"
4671,"QA","43","43","526e","CDI","O","C","ct_9",1847,"tr_1"
4677,"QB","44","44","526a","CDI","O","C","ct_8",1908,"tr_4"
4701,"QB","75","75","563b","CDI","O","C",NA,863,NA
4703,"QB","67","67","434d","CDI","O","C","ct_8",1820,"tr_4"
4704,"CJ","67","67","673c","CDI","O","C","ct_9",1687,"tr_6"
4705,"GZ","94","94","543b","CDI","O","C","ct_9",1834,"tr_5"
4715,"NZ","13","95","534a","CDI","O","C","ct_9",1713,"tr_6"
4737,"QB","68","68","526a","CDI","O","C","ct_8",1747,"tr_3"
4739,"CH","69","69","673c","CDI","O","C","ct_9",1665,"tr_3"
4740,"NZ","93","95","534a","CDI","O","N","ct_9",1119,"tr_3"
4741,"QB","03","03","526d","CDI","O","C","ct_8",652,"tr_4"
4746,"FZ","91","93","542a","CDI","O","C","ct_9",1820,"tr_2"
4747,"CI","45","45","462c","CDI","O","C",NA,152,NA
4755,"OZ","84","84","524c","AUT","X","C","ct_2",1754,"tr_5"
4764,"QB","64","64","563b","CDI","O","P","ct_9",1695,"tr_3"
4772,"GZ","11","11","634c","CDI","O","C","ct_9",456,"tr_3"
4787,"SZ","35","73","477c","CDI","O","C","ct_9",2080,"tr_2"
4804,"CL","30","30","673c","CDI","O","C","ct_9",676,"tr_2"
4809,"CK","10","10","461b","CDI","O","C","ct_9",1614,"tr_5"
4811,"GZ","75","60","553c","CDI","O","C","ct_9",1445,"tr_4"
4829,"GZ","59","59","643a","CDI","O","C","ct_9",1630,"tr_6"
4837,"PZ",NA,NA,"525a","CDI","O","P","ct_8",1358,"tr_2"
4864,"QB","44","44","525d","CDI","O","C","ct_9",1517,"tr_4"
4874,"QB","62","62","525d","CDI","O","P","ct_8",1274,"tr_3"
4884,"GZ","57","57","641a","CDI","O","C","ct_9",1776,"tr_0"
4886,"RZ","33","33","424a","CDI","O","P","ct_8",1002,"tr_1"
4890,"CE","56","56","628g","CDI","O","P","ct_9",623,"tr_5"
4891,"HZ","25","25","641b","CDI","O","C","ct_9",1651,"tr_6"
4895,"NZ","30","34","534a","CDI","O","C","ct_9",1820,"tr_5"
4921,"CA","85","85","674c","CDI","O","C","ct_9",614,"tr_5"
4932,"CA","25","25","625g","CDI","O","C","ct_9",1771,"tr_5"
4955,"NZ","83","83","534a","CDI","O","C","ct_9",1556,"tr_4"
4963,"QB","89","89","525d","CDI","O","C","ct_8",1820,"tr_3"
4969,"GZ","37","37","551a","CDI","O","C","ct_9",1518,"tr_5"
4978,"QB","72","72","676e","CDI","O","C","ct_9",1428,"tr_4"
4980,"CM","60","93","673b","CDI","O","C","ct_9",1826,"tr_3"
4982,"SZ","2A","2A","676e","CDI","O","C","ct_9",938,"tr_3"
4990,"GZ","30","30","551a","CDI","O","C","ct_9",1827,"tr_0"
4991,"MA","92","75","684a","CDI","O","P","ct_9",1993,"tr_1"
5010,"GZ","84","84","676c","CDI","O","C","ct_9",1857,"tr_4"
5028,"CB","50","50","627c","CDI","O","C","ct_9",1926,"tr_6"
5039,"HZ","29","34","642b","CDI","O","P",NA,292,NA
5040,"FZ","93","93","542a","CDI","O","C","ct_9",1820,"tr_1"
5045,"QB","39","39","563b","CDI","O","C",NA,349,NA
5048,"CL","25","25","676e","CDI","O","C","ct_9",2145,"tr_6"
5053,"NZ","91","94","684a","CDI","O","C","ct_9",1118,"tr_5"
5060,"KZ","69","38","374d","CDI","O","C","ct_9",1641,"tr_1"
5086,"MA","35","35","561d","CDI","O","P","ct_8",2662,"tr_4"
5092,"QB","48","43","525d","CDI","O","P","ct_8",1403,"tr_5"
5098,"QB","49","49","431f","CDI","O","C","ct_8",1461,"tr_3"
5100,"IZ","57","57","561f","CDI","O","P","ct_9",792,"tr_1"
5110,"AZ","08","08","691c","CDI","O","C",NA,171,NA
5112,"NZ","95","94","684a","CDI","O","P","ct_9",1702,"tr_6"
5118,"IZ","38","69","488a","CDI","O","C","ct_9",1820,"tr_1"
5120,"PZ","80","80","525b","CDI","O","C","ct_8",1566,"tr_5"
5148,"OZ","49","49","434c","CDI","O","P","ct_8",981,"tr_4"
5153,"TZ","84","75","563c","CDI","O","N","ct_7",1628,"tr_1"
5155,"OZ","77","77","467d","CDI","O","C","ct_8",2044,"tr_6"
5180,"OZ",NA,NA,"621f","AUT","O","C","ct_2",672,"tr_5"
5217,"FZ","64","64","633a","CDI","O","C","ct_9",1799,"tr_1"
5224,"OZ","57","57","524c","AUT","X","P","ct_2",1040,"tr_1"
5230,"CA","73","73","487a","CDI","O","C","ct_9",2133,"tr_2"
5251,"HZ",NA,NA,"461f","AUT","O","C","ct_5",1591,"tr_6"
5253,"RZ","06","06","534a","CDI","O","C","ct_9",1645,"tr_5"
5265,"NZ","56","56","675b","TTP","O","C","ct_9",725,"tr_1"
5269,"PZ","59","59","422c","CDI","O","C",NA,251,NA
5281,"OZ","76","27","434d","AUT","O","C","ct_2",2077,"tr_6"
5290,"FZ","75","75","633a","CDD","O","C","ct_9",795,"tr_1"
5295,"QA","59","59","526a","CDI","O","C","ct_8",1835,"tr_6"
5299,"NZ","15","19","684a","CDI","O","C",NA,566,"tr_2"
5313,"QB","29","29","434a","CDI","O","P","ct_8",1519,"tr_3"
5324,"MA","06","06","534a","CDI","O","C","ct_9",1130,"tr_2"
5334,"HZ","15","15","546b","CDD","O","P","ct_9",1013,"tr_4"
5338,"JC","78","75","388c","CDI","O","C","ct_9",861,"tr_1"
5352,"JC","38","38","388c","CDI","O","C","ct_9",1786,"tr_4"
5357,"QB","93","93","524c","CDI","O","C",NA,193,NA
5360,"IZ","75","75","561e","CDI","O","C","ct_9",2033,"tr_3"
5374,"QB","17","17","526c","CDI","O","P","ct_8",901,"tr_1"
5380,"CH","14","61","479b","CDI","O","P","ct_9",928,"tr_2"
5381,"PZ","14","61","422a","CDI","O","C","ct_1",1861,"tr_2"
5382,"JB","78","95","387f","AUT","O","P","ct_9",1064,"tr_6"
5392,"GZ","92","94","374c","CDI","O","C","ct_9",1151,"tr_3"
5396,"TZ","94","94","563c","CDI","O","C",NA,192,NA
5397,"CE","56","56","461f","CDI","O","C","ct_9",1852,"tr_5"
5399,"GZ","64","40","551a","CDI","O","C","ct_9",1517,"tr_5"
5406,"MA","72","72","461d","CDI","O","C","ct_9",2028,"tr_3"
5410,"IZ","94","94","636d","CDI","O","C","ct_9",1470,"tr_1"
5411,"PZ","80","80","341a","CDI","O","C","ct_8",1820,"tr_3"
5415,"MA","38","38","461d","CDI","O","C","ct_9",1820,"tr_4"
5416,"FZ","33","33","651a","CDI","O","C","ct_9",1505,"tr_2"
5422,"TZ","10","10","563c","CDI","O","N","ct_7",1509,"tr_1"
5433,"TZ","87","87","563c","CDI","O","N","ct_7",1119,"tr_1"
5439,"NZ","91","75","541b","CDI","O","P","ct_9",1141,"tr_6"
5453,"OZ","11","11","524c","AUT","X","P","ct_2",430,"tr_5"
5454,"IZ","56","56","561f","CDI","O","P","ct_9",1057,"tr_1"
5461,"QA","92","75","542a","CDI","O","P","ct_6",938,"tr_1"
5464,"HZ","67","67","655a","CDI","O","C","ct_9",1282,"tr_5"
5465,"IZ","49","49","561f","CDI","O","P","ct_9",1014,"tr_1"
5466,"TZ","33","33","563c","CDI","O","C",NA,186,NA
5481,"CJ","63","63","672a","CDI","O","C","ct_9",1305,"tr_5"
5482,"TZ","54","54","563c","CDI","O","N","ct_7",1715,"tr_1"
5499,"QB","94","75","563b","CDI","O","N","ct_7",1535,"tr_1"
5513,"NZ","92","92","564a","CDI","O","C","ct_8",1766,"tr_1"
5517,"MC","34","21","553c","CDI","O","N",NA,157,NA
5528,"HZ","77","93","676d","CDI","O","C","ct_9",263,"tr_6"
5547,"CB","85","85","675a","CDI","O","C","ct_9",1547,"tr_3"
5549,"NZ","13","13","684a","CDI","O","P","ct_9",1690,"tr_3"
5550,"QB","91","94","434b","CDI","O","C","ct_8",1820,"tr_2"
5553,"GZ","29","29","554e","CDI","O","C","ct_9",1302,"tr_1"
5559,"QB","76","76","632k","CDI","O","C","ct_8",1791,"tr_2"
5567,"HZ","26","26","641a","CDI","O","P","ct_9",1141,"tr_3"
5569,"CH","01","01","623g","CDI","O","C","ct_9",553,"tr_3"
5574,"NZ","91","75","635a","CDI","O","C","ct_9",2301,"tr_5"
5586,"CH","38","38","674d","CDI","O","C","ct_9",1147,"tr_6"
5593,"HZ","44","44","641b","CDI","O","C","ct_9",1879,"tr_4"
5601,"CH","44","44","623g","CDI","O","C","ct_9",1579,"tr_5"
5604,"QB","33","33","431f","CDI","O","P","ct_8",1507,"tr_4"
5609,"GZ","06","06","543b","CDI","O","C","ct_9",821,"tr_2"
5613,"GZ","23","23","543b","CDI","O","C","ct_9",1911,"tr_5"
5616,"KZ","37","75","545a","CDI","O","C","ct_5",1442,"tr_6"
5625,"CM","41","41","676c","CDI","O","C","ct_9",1624,"tr_6"
5627,"QB","25","25","563b","CDI","O","P","ct_8",993,"tr_3"
5630,"QB","46","46","563b","AUT","X","P","ct_8",1315,"tr_3"
5633,"QA","95","75","461b","CDI","O","P","ct_6",1496,"tr_1"
5634,"NZ","40","40","534a","CDI","O","C","ct_6",2210,"tr_3"
5640,"QA","37","37","433a","CDI","O","C","ct_8",1820,"tr_5"
5641,"HZ","75","91","676d","CDI","O","C","ct_9",757,"tr_6"
5650,"GZ","93","95","653a","CDI","O","C","ct_9",1621,"tr_4"
5652,"QA","91","94","526d","CDI","O","C","ct_9",406,"tr_5"
5668,"QB","14","14","344b","CDI","O","P","ct_8",349,"tr_2"
5687,"QA","57","67","534a","CDI","O","C","ct_8",1820,"tr_6"
5695,"FZ","18","18","684a","CDD","O","C",NA,273,NA
5697,"NZ","80","91","534a","CDI","O","C","ct_9",1871,"tr_6"
5710,"MC","69","69","643a","CDI","O","P","ct_9",907,"tr_4"
5713,"FZ","28","28","632a","CDI","O","C","ct_9",1820,"tr_2"
5715,"QB","57","57","676e","AUT","O","C","ct_8",1769,"tr_6"
5718,"CG","79","79","676c","CDI","O","P","ct_9",1232,"tr_6"
5720,"CL","60","60","625c","CDI","O","C","ct_9",1359,"tr_6"
5728,"GZ","80","80","461f","CDI","O","C","ct_9",1708,"tr_3"
5729,"NZ","78","94","684a","CDI","O","C","ct_9",1703,"tr_6"
5737,"CL","01","01","624c","CDI","O","C","ct_9",1923,"tr_6"
5747,"HZ","87","87","451a","CDI","O","C","ct_9",1810,"tr_6"
5756,"HZ",NA,NA,"652b","CDI","O","C","ct_9",1820,"tr_5"
5766,"QB","60","60","525d","CDI","O","C","ct_8",1820,"tr_3"
5767,"QA","62","62","526b","CDI","O","C","ct_9",1507,"tr_3"
5768,"CM","02","02","626b","CDI","O","C","ct_9",890,"tr_6"
5772,"QB","16","16","675a","AUT","X","P","ct_8",584,"tr_2"
5778,"NZ","40","64","534a","CDD","O","C","ct_9",213,"tr_4"
5793,"QB","84","84","526a","CDI","O","P","ct_8",1595,"tr_4"
5797,"CJ","68","68","543g","CDI","O","C","ct_9",494,"tr_5"
5817,"QB","51","51","525d","CDI","O","P","ct_8",685,"tr_3"
5822,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
5833,"MA","71","71","684a","AUT","O","C",NA,167,NA
5843,"QB","13","13","563b","CDI","O","P","ct_8",872,"tr_6"
5848,"GZ","67","67","463e","CDI","O","N","ct_9",1569,"tr_0"
5851,"IZ","44","44","435a","CDI","O","C","ct_8",1787,"tr_1"
5879,"CG","24","17","382c","CDI","O","C","ct_9",427,"tr_1"
5885,"QB","67","67","525d","CDI","O","P","ct_8",158,"tr_4"
5886,"PZ","26","26","525a","CDI","O","P","ct_8",895,"tr_5"
5891,"HZ","49","49","641b","CDI","O","C","ct_9",581,"tr_5"
5894,"QB","38","38","525d","CDI","O","P","ct_8",2380,"tr_5"
5895,"HZ","95","93","651b","CDI","O","C","ct_9",710,"tr_5"
5897,"HZ","13","66","641a","CDI","O","C","ct_9",2200,"tr_5"
5939,"QB","36","36","526d","AUT","O","C","ct_3",1820,"tr_5"
5942,"QB","19","19","526d","CDI","O","C","ct_8",1419,"tr_3"
5943,"OZ","79","79","523c","AUT","O","C","ct_2",1820,"tr_6"
5952,"QB","59","59","526a","CDI","O","C","ct_9",1820,"tr_4"
5979,"DZ","21","21","463b","CDI","O","P","ct_9",1031,"tr_4"
5989,"NZ","06","75","684a","CDI","O","C","ct_9",484,"tr_5"
6000,"QA","38","69","526a","CDI","O","P","ct_8",294,"tr_4"
6012,"QA","43","43","525d","CDI","O","P","ct_3",909,"tr_6"
6014,"MA","45","45","461d","CDI","O","C","ct_9",2028,"tr_2"
6017,"NZ","13","13","684a","CDI","O","C","ct_9",1995,"tr_1"
6020,"GZ","17","17","684a","CDI","O","P","ct_9",1218,"tr_3"
6035,"CA","72","72","625d","CDI","O","C","ct_9",1522,"tr_6"
6037,"LZ","61","61","543b","CDI","O","C","ct_9",1869,"tr_1"
6047,"FZ","94","94","632a","CDI","O","C","ct_9",1561,"tr_1"
6057,"NZ","94","75","486b","CDI","O","N","ct_9",1820,"tr_1"
6061,"IZ","33","33","561e","CDI","O","C","ct_9",1582,"tr_3"
6107,"SZ","68","68","461e","CDI","O","P","ct_8",1261,"tr_1"
6109,"HZ","55","55","451a","CDI","O","C","ct_9",1820,"tr_3"
6127,"NZ","95","91","534a","CDI","O","C","ct_9",2949,"tr_6"
6134,"HZ","93","75","389a","AUT","O","C","ct_9",1820,"tr_6"
6138,"QA","35","35","431f","CDI","O","C","ct_8",1787,"tr_5"
6155,"SZ","88","88","435b","CDI","O","C","ct_8",1387,"tr_0"
6168,"IZ","95","75","543c","CDI","O","C","ct_9",938,"tr_2"
6170,"SZ","29","29","562a","CDI","O","C",NA,147,NA
6174,"GZ","44","44","684a","TOA","O","C",NA,368,NA
6181,"GZ","95","95","554j","CDI","O","C","ct_9",659,"tr_1"
6187,"PZ","75","75","525a","CDI","O","P","ct_9",1095,"tr_2"
6188,"GZ","88","88","462b","CDI","O","C","ct_9",1820,"tr_3"
6192,"OZ","29","29","524c","AUT","X","P","ct_2",1162,"tr_3"
6208,"NZ","44","35","634c","TTP","O","C","ct_9",352,"tr_1"
6240,"GZ","45","45","652a","CDD","O","C","ct_9",1144,"tr_2"
6246,"JA","92","75","465b","CDI","O","C","ct_9",1820,"tr_6"
6257,"NZ","31","31","534a","CDI","O","P","ct_6",360,"tr_2"
6258,"CK","62","62","676c","CDI","O","C","ct_9",1718,"tr_5"
6266,"CA","67","67","674b","CDI","O","C","ct_9",1907,"tr_6"
6269,"CM","75","75","543g","CDI","O","C","ct_9",2490,"tr_1"
6271,"QA","37","36","525d","CDI","O","C","ct_3",2101,"tr_5"
6273,"IZ","75","75","636d","CDI","O","C","ct_9",673,"tr_6"
6281,"QB","33","33","542a","CDI","O","P","ct_8",952,"tr_5"
6282,"GZ","13","13","542a","CDI","O","C","ct_9",1600,"tr_1"
6287,"QA","58","58","541b","CDI","O","C","ct_6",1974,"tr_1"
6291,"CA","85","85","625d","CDI","O","C","ct_9",1768,"tr_4"
6295,"AZ","24","24","691e","CDI","O","C",NA,399,NA
6296,"QA","91","75","526a","CDI","O","C","ct_8",304,"tr_6"
6301,"FZ","78","92","481a","CDI","O","C","ct_9",1683,"tr_3"
6308,"GZ","14","14","344d","CDI","O","P","ct_9",1697,"tr_0"
6310,"QB","91","91","524c","CDI","O","C",NA,273,NA
6314,"QB","84","84","526d","CDI","O","C","ct_9",1676,"tr_3"
6318,"QB","33","33","525d","CDI","O","C","ct_9",1213,"tr_4"
6319,"CH","54","54","628a","CDI","O","C","ct_9",1212,"tr_6"
6321,"CL","68","68","673c","CDI","O","C","ct_9",616,"tr_6"
6329,"CA","13","94","372a","CDI","O","C","ct_9",1708,"tr_6"
6332,"PZ","07","07","341b","CDI","O","C","ct_8",1801,"tr_4"
6337,"LZ","75","75","564a","CDI","O","C","ct_5",1792,"tr_6"
6349,"CC","59","59","627f","CDI","O","C","ct_9",1015,"tr_5"
6356,"NZ","93","92","684a","CDI","O","P","ct_9",1789,"tr_6"
6374,"CC","71","69","627d","CDI","O","C","ct_9",345,"tr_2"
6407,"CL","59","59","673c","CDI","O","P","ct_9",230,"tr_6"
6411,"JC","91","91","478a","CDI","O","C","ct_9",1788,"tr_3"
6424,"OZ","91","91","422e","CDD","O","P","ct_1",1081,"tr_6"
6427,"NZ","35","35","541d","CDI","O","C","ct_9",520,"tr_6"
6431,"GZ","38","38","484a","CDI","O","C","ct_9",1517,"tr_6"
6458,"CG",NA,NA,"655a","CDI","O","C","ct_9",1805,"tr_3"
6459,"QB","71","71","563b","CDI","O","P","ct_8",2119,"tr_2"
6464,"GZ","33","33","543f","CDI","O","C","ct_9",1575,"tr_1"
6468,"KZ","61","14","545b","CDI","O","C","ct_9",1820,"tr_6"
6470,"CI","74","74","676c","CDI","O","C","ct_9",1584,"tr_2"
6483,"CL","53","53","634b","CDI","O","C","ct_9",1165,"tr_5"
6488,"QB","10","10","563b","AUT","O","C",NA,291,NA
6495,"PZ","51","51","341a","CDI","O","C","ct_8",1820,"tr_4"
6498,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
6507,"FZ","69","69","621d","CDI","O","C","ct_9",1258,"tr_1"
6513,"NZ","22","29","674c","TTP","O","C","ct_9",1102,"tr_1"
6520,"NZ","93","75","684a","CDI","O","P","ct_9",219,"tr_6"
6521,"MA","83","83","461e","CDI","O","C","ct_9",1820,"tr_3"
6524,"DZ","25","25","485a","CDI","O","C","ct_9",1740,"tr_3"
6527,"EZ","28","28","684b","CDI","O","C","ct_9",1820,"tr_1"
