uid,stipend,employee_count,job_condition,WORKING_HOURS,JOB_DEP,Occupational_status,employer_type,type_of_contract,activity_sector,JOB_DESCRIPTION
2100,6236,"tr_1","C",817,"03","O","ct_9","CDI","CA","636b"
2113,50471,"tr_6","C",1820,"03","O","ct_9","CDI","CB","386c"
2114,23031,"tr_1","C",2008,"75","O","ct_8","CDI","SZ","534a"
2116,29727,"tr_5","C",1825,"03","O","ct_9","CDI","QA","525d"
2117,10629,"tr_1","C",1354,"03","O","ct_9","CDI","GZ","554b"
2124,23493,"tr_6","C",1656,"03","O","ct_9","CDI","CK","623e"
2128,36593,"tr_5","C",1676,"03","O","ct_9","CDI","CL","383a"
2140,18572,"tr_0","C",1322,"03","O","ct_8","CDI","OZ","461e"
2150,2342,"tr_1","C",273,"03","O","ct_6","CDI","CC","676a"
2154,34755,"tr_3","C",1820,"03","O","ct_1","AUT","OZ","451c"
2156,16713,"tr_6","C",1676,"03","O","ct_9","CDI","QA","525d"
2159,24278,"tr_1","C",1828,"03","O","ct_9","CDI","GZ","433d"
2164,25244,"tr_0","C",1435,"63","O","ct_9","CDI","GZ","477c"
2167,29973,"tr_6","C",2028,"36","O","ct_1","AUT","OZ","452b"
2168,44664,"tr_6","C",1405,"03","O","ct_9","CDI","CH","385a"
2186,18265,"tr_3","C",1580,"04","O","ct_9","CDI","HZ","641b"
2197,35722,"tr_6","C",1991,"04","O","ct_9","CDI","CE","475a"
2203,29570,"tr_5","C",1820,"13","O","ct_8","CDI","QB","434b"
2208,46606,"tr_5","C",1596,"13","O","ct_9","CDI","MA","387d"
2230,19094,"tr_4","C",1741,"04","O","ct_9","CDI","QA","433d"
2231,45438,"tr_5","C",1596,"13","O","ct_9","CDI","MA","387d"
2232,13235,"tr_3","P",1453,"06","O","ct_9","CDI","GZ","552a"
2243,1480,NA,"C",123,"04","O",NA,"CDI","HZ","641a"
2267,20470,"tr_1","C",1564,"04","O","ct_6","CDI","QA","526b"
2281,19442,"tr_5","C",1522,"83","O","ct_9","CDI","JB","478d"
2289,12090,"tr_2","C",1066,"04","O","ct_9","CDI","EZ","534a"
2291,15567,"tr_2","C",1466,"13","O","ct_9","CDI","GZ","465c"
2297,18144,"tr_2","C",1777,"05","O","ct_9","CDI","HZ","643a"
2310,11274,"tr_1","C",1694,"04","A","ct_9","APP","GZ","683a"
2330,11173,"tr_1","C",1172,"04","O","ct_9","CDI","IZ","561c"
2331,7456,"tr_1","N",472,"04","O","ct_7","CDI","TZ","563c"
2335,7808,"tr_0","P",552,"04","O","ct_9","TOA","IZ","561c"
2349,5537,"tr_2","C",607,NA,"O","ct_9","CDI","MA","477c"
2363,18938,"tr_5","C",1807,"04","O","ct_9","CDI","GZ","636a"
2368,11596,"tr_3","C",1507,"04","O","ct_9","CDI","HZ","434b"
2370,14406,"tr_1","C",1407,"34","O","ct_9","CDI","MA","475a"
2379,28584,"tr_1","C",1820,"04","O","ct_9","CDI","KZ","467a"
2387,12842,"tr_1","P",1189,"04","O","ct_6","CDI","GZ","526b"
2391,31276,"tr_1","P",1770,"30","O","ct_9","CDI","IZ","461e"
2405,31329,"tr_3","C",1820,"13","O","ct_9","CDI","OZ","479b"
2406,31555,"tr_3","C",1821,"34","O","ct_9","CDI","JA","374d"
2427,4244,"tr_1","N",724,"05","O","ct_7","CDI","QB","563b"
2442,17286,"tr_5","C",1235,"05","O","ct_8","CDI","QB","526a"
2457,24160,"tr_2","C",1290,"05","O","ct_9","CDI","HZ","676d"
2460,13621,"tr_1","C",1197,"05","O","ct_9","CDI","GZ","636d"
2465,65770,"tr_1","P",1638,"05","O","ct_9","CDI","GZ","373c"
2481,26028,"tr_3","C",2043,"05","O","ct_4","CDI","OZ","545d"
2484,6649,"tr_3","C",812,"04","O","ct_9","CDI","GZ","554c"
2491,17007,"tr_4","P",1359,"05","O","ct_9","CDI","FZ","542a"
2498,32329,"tr_5","C",1820,"05","O","ct_9","CDI","KZ","467a"
2501,15439,"tr_3","C",1340,"05","O","ct_9","CDI","GZ","554e"
2505,46427,"tr_2","C",1568,"05","O","ct_9","CDI","IZ","380a"
2512,23850,"tr_3","C",1820,"04","O","ct_8","CDI","MA","543b"
2520,29272,"tr_1","N",3000,"05","O","ct_7","CDI","QB","563a"
2526,41068,"tr_3","C",1677,"05","O","ct_9","CDI","KZ","388a"
2528,14524,"tr_1","C",1042,"05","O","ct_9","TOA","IZ","542a"
2534,18227,"tr_2","C",1685,"05","O","ct_2","AUT","OZ","525a"
2539,16771,"tr_5","C",1235,"05","O","ct_8","CDI","QB","526a"
2540,21086,"tr_1","P",1595,"05","O","ct_9","CDI","MA","461d"
2541,18615,"tr_6","C",1820,"05","O","ct_3","CDI","QA","525d"
2546,23695,"tr_5","P",1472,"05","O","ct_8","CDI","QA","526a"
2549,15577,"tr_6","P",1402,"05","O","ct_3","CDI","QA","526a"
2550,34792,"tr_2","P",1590,"05","O","ct_9","CDI","DZ","477b"
2557,19997,"tr_4","C",1858,"05","O","ct_8","CDI","QA","525d"
2559,12828,"tr_3","C",1365,"05","O","ct_2","CDI","SZ","472d"
2560,2886,"tr_1","C",516,"05","A","ct_9","APP","FZ","622c"
2565,23566,"tr_4","P",1276,"05","O","ct_8","CDI","QB","431f"
2570,31798,"tr_3","C",1820,"05","O","ct_5","CDI","PZ","372c"
2572,16862,"tr_1","C",1908,"05","O","ct_9","CDI","QA","526e"
2574,12428,"tr_3","P",1407,"05","O","ct_9","CDI","QB","563b"
2592,21346,"tr_5","C",1736,"05","O","ct_8","CDI","QB","525d"
2598,16048,"tr_3","C",1533,"05","O","ct_9","CDI","GZ","641a"
2610,3930,"tr_5","P",250,"05","O","ct_3","CDD","QB","525d"
2619,14656,"tr_1","C",1139,"04","O","ct_9","CDI","HZ","641a"
2620,12597,"tr_3","C",1070,"05","O","ct_9","CDI","GZ","634d"
2621,18917,"tr_3","C",1849,"05","O","ct_9","CDI","GZ","462b"
2623,16551,"tr_3","C",1820,"05","O","ct_8","CDI","PZ","422c"
2667,17614,"tr_2","C",1088,"06","O","ct_9","CDI","HZ","466c"
2674,9394,"tr_3","C",398,"06","O","ct_9","CDI","GZ","462b"
2677,8712,"tr_1","C",467,"06","O","ct_9","CDI","NZ","466a"
2681,36198,"tr_6","C",1872,"06","O","ct_9","CDI","KZ","461f"
2683,6074,"tr_0","C",722,"2B","O","ct_9","CDI","QB","526a"
2685,34878,"tr_5","C",1820,"06","O","ct_9","CDI","JC","388a"
2690,27955,"tr_2","C",1820,"06","O","ct_2","AUT","PZ","421b"
2691,17200,"tr_1","C",1117,"06","O","ct_9","CDI","IZ","462a"
2706,14101,"tr_1","C",1079,"06","O","ct_9","CDI","GZ","542a"
2723,8995,"tr_5","C",406,"69","O","ct_9","CDI","MA","388a"
2727,25890,"tr_3","C",1909,"06","O","ct_9","CDI","QA","526e"
2742,23689,"tr_6","C",1820,"06","O","ct_9","CDI","CJ","653a"
2744,14403,"tr_2","C",1277,"06","O","ct_9","CDI","PZ","423b"
2745,5074,"tr_1","N",505,"06","O","ct_9","TTP","NZ","632f"
2746,3577,NA,"C",281,"06","O",NA,"AUT","SZ","563b"
2749,23777,"tr_6","C",1587,"06","O","ct_2","CDI","HZ","621f"
2752,30190,"tr_3","C",1658,"06","O","ct_8","CDI","QA","434b"
2755,23578,"tr_6","P",1456,"06","O","ct_2","AUT","OZ","523c"
2760,38006,"tr_6","C",1339,"06","O","ct_3","CDI","QA","344a"
2766,9175,"tr_3","C",1410,"06","A","ct_9","APP","FZ","672a"
2767,34847,"tr_2","C",1723,"06","O","ct_9","CDI","CK","384a"
2773,19021,"tr_6","C",1877,"06","O","ct_3","AUT","QA","526a"
2775,17742,"tr_2","C",2049,"06","O","ct_9","CDI","NZ","631a"
2778,43419,"tr_3","P",1377,"06","O","ct_9","CDI","QA","344a"
2790,8442,"tr_3","C",652,"06","O","ct_9","CDI","QB","636d"
2797,19655,"tr_2","C",1548,"06","O","ct_9","CDI","IZ","636d"
2798,12886,"tr_1","P",1206,"06","O","ct_9","CDI","QB","526c"
2801,687,NA,"C",152,"60","O",NA,"CDI","JA","354b"
2802,41967,"tr_4","C",1726,"93","O","ct_5","CDI","PZ","372f"
2807,6254,"tr_1","P",720,"75","O","ct_9","CDI","JB","478d"
2822,1747,NA,"C",176,"06","O",NA,"AUT","GZ","554e"
2827,6210,NA,"C",165,"06","O",NA,"CDI","OZ","333a"
2829,2205,NA,"C",312,"06","O",NA,"CDI","RZ","424a"
2834,17312,"tr_1","N",1227,"06","O","ct_7","CDI","QB","563b"
2841,8355,"tr_5","C",1820,"06","O","ct_8","AUT","QB","676e"
2845,18883,"tr_2","C",1434,"06","O","ct_9","CDI","GZ","477c"
2855,49466,"tr_5","C",1820,"06","O","ct_9","CDI","MA","388a"
2862,18502,"tr_6","C",1111,"06","O","ct_9","CDI","CE","625b"
2864,11869,"tr_1","C",1468,"06","O","ct_9","CDI","GZ","542a"
2876,42586,"tr_6","C",1906,"06","O","ct_9","CDI","CL","383a"
2879,25177,"tr_6","C",1356,"06","O","ct_9","CDI","HZ","478c"
2880,1196,NA,"C",151,"06","O",NA,"CDI","OZ","524c"
2881,22219,"tr_6","C",1820,"06","O","ct_2","AUT","OZ","435b"
2890,11324,"tr_2","C",1212,"06","X","ct_8","AUT","QA","526b"
2896,61258,"tr_3","C",1927,"06","O","ct_9","CDI","GZ","344d"
2897,24155,"tr_2","C",1985,"06","O","ct_9","CDI","GZ","462a"
2900,24582,"tr_4","C",1645,"06","O","ct_9","CDI","MC","388a"
2907,12219,"tr_3","C",806,"06","O","ct_9","CDI","FZ","481a"
2908,52068,"tr_5","C",1586,"06","O","ct_9","CDI","MC","388a"
2909,11183,"tr_2","C",606,"06","O","ct_9","CDI","IZ","636d"
2913,30548,"tr_1","C",1820,"06","O","ct_9","CDI","FZ","542a"
2920,13203,"tr_4","C",2289,"06","O","ct_9","CDI","QB","525d"
2930,22622,"tr_6","C",2568,"06","O","ct_3","AUT","QA","523d"
2931,14918,"tr_3","C",1510,"06","O","ct_9","CDI","GZ","554e"
2938,31913,"tr_6","C",1896,"06","O","ct_9","CDI","MA","388a"
2943,22967,"tr_6","C",2568,"06","O","ct_3","AUT","QA","523d"
2945,13029,"tr_2","C",1142,"06","O","ct_9","CDI","GZ","554c"
2960,1512,"tr_1","C",222,"06","O","ct_9","CDI","GZ","554e"
2962,16669,"tr_2","C",1812,"06","O","ct_9","CDI","CA","636c"
2963,4912,"tr_2","C",458,"06","O","ct_9","CDI","GZ","676a"
2965,20719,"tr_1","C",1684,"06","O","ct_9","CDI","SZ","564b"
2977,9841,"tr_2","C",744,"06","O","ct_9","CDI","IZ","561b"
2984,66343,"tr_2","C",2028,"38","O","ct_9","CDI","GZ","388a"
2992,17719,"tr_1","C",1695,"06","O","ct_9","CDI","SZ","562b"
3002,6564,"tr_2","P",583,"06","O","ct_9","CDI","HZ","641b"
3003,9208,"tr_6","P",260,"06","O","ct_8","CDI","QA","344a"
3018,31039,"tr_3","C",1906,"06","O","ct_9","CDI","QB","431f"
3020,53179,"tr_3","C",1085,"06","O","ct_9","CDI","CA","374d"
3041,29167,"tr_1","C",1948,"06","O","ct_8","CDI","NZ","564a"
3045,8039,"tr_1","C",1169,"06","O","ct_9","CDI","FZ","681b"
3049,14887,"tr_5","P",1507,"13","O","ct_9","CDI","IZ","561d"
3058,14128,"tr_4","C",1542,"06","O","ct_9","CDI","GZ","553c"
3065,7329,NA,"C",721,"06","O",NA,"CDI","QB","563b"
3066,3134,"tr_1","C",335,"06","O","ct_9","CDD","IZ","636d"
3077,28603,"tr_6","C",1600,"06","O","ct_9","CDI","CE","484a"
3090,17938,"tr_4","P",1562,"06","O","ct_2","AUT","OZ","524c"
3093,21436,"tr_4","C",1630,"06","O","ct_9","CDI","QB","488a"
3098,29344,"tr_3","C",1948,"06","O","ct_9","CDI","GZ","479b"
3100,30258,"tr_6","C",1810,"06","O","ct_9","CDI","CE","462e"
3102,16628,"tr_3","P",1365,"06","O","ct_8","CDI","PZ","421b"
3105,10369,"tr_1","C",1565,"06","A","ct_9","APP","GZ","554e"
3114,2711,"tr_1","C",724,"06","A","ct_9","APP","FZ","681b"
3118,4249,"tr_2","C",773,"06","A","ct_6","APP","MA","543c"
3123,37182,"tr_6","C",2423,"06","O","ct_3","AUT","QA","526a"
3128,25504,"tr_5","C",1568,"06","O","ct_9","CDI","FZ","472c"
3139,24596,"tr_5","C",1904,"06","O","ct_8","CDI","QA","526a"
3144,27813,"tr_1","P",866,"06","O","ct_9","CDI","HZ","487a"
3155,22317,"tr_2","C",1820,"06","O","ct_2","AUT","PZ","421b"
3163,39359,"tr_1","C",1556,"06","O","ct_9","CDI","KZ","373c"
3169,57652,"tr_2","C",1372,"13","O","ct_9","CDI","JC","373d"
3180,10392,"tr_2","P",1248,"06","O","ct_9","CDI","GZ","554a"
3183,30279,"tr_4","C",2122,"06","O","ct_9","CDI","HZ","462e"
3190,6433,"tr_1","P",719,"06","O","ct_9","CDI","GZ","526e"
3191,25666,"tr_4","C",1820,"06","O","ct_8","CDI","QB","432d"
3198,13439,"tr_2","C",1807,"06","A","ct_9","APP","GZ","564b"
3202,28002,"tr_4","C",1547,"06","O","ct_9","CDI","FZ","472a"
3203,31446,"tr_1","C",1967,"06","O","ct_9","CDI","QA","526e"
3214,13418,"tr_4","C",1256,"06","A","ct_9","APP","IZ","636d"
3219,3248,"tr_2","C",325,"06","X","ct_8","AUT","SZ","564b"
3221,42976,"tr_5","C",1811,"06","O","ct_9","CDI","GZ","373b"
3227,19135,"tr_3","C",1823,"06","O","ct_9","CDI","HZ","451a"
3240,11853,"tr_5","C",1820,"06","O","ct_8","AUT","QB","676e"
3248,16664,"tr_4","P",1830,"06","O","ct_9","CDI","GZ","543b"
3252,19725,"tr_3","C",1261,"06","O","ct_9","CDI","IZ","561f"
3262,12283,"tr_5","P",1326,"06","O","ct_9","CDI","NZ","684a"
3276,16138,"tr_1","C",1820,"06","O","ct_9","CDI","GZ","554a"
3283,15909,"tr_5","C",1740,"06","O","ct_9","CDI","QA","525d"
3296,8856,"tr_1","P",1040,"06","O","ct_9","CDI","EZ","542a"
3308,1510,NA,"C",201,"06","O",NA,"AUT","TZ","563a"
3317,19797,"tr_3","C",1496,"06","O","ct_9","CDI","FZ","477b"
3318,1159,NA,"C",140,"06","O",NA,"AUT","QB","684a"
3321,27892,"tr_3","C",1692,"06","O","ct_9","CDI","FZ","472c"
3335,17028,"tr_1","C",1525,"06","O","ct_9","CDI","HZ","487a"
3336,17026,"tr_3","C",1773,"06","O","ct_9","CDI","NZ","525d"
3340,10784,"tr_1","C",942,"06","O","ct_9","CDI","PZ","423b"
3342,37350,"tr_1","C",1820,"06","O","ct_2","AUT","PZ","421b"
3348,28331,"tr_4","C",1834,"06","O","ct_8","CDI","QB","431f"
3352,11800,"tr_5","C",871,"06","O","ct_9","CDI","NZ","684a"
3355,36760,"tr_3","C",1820,"06","O","ct_8","CDI","PZ","341a"
3356,7771,"tr_6","P",701,"06","O","ct_9","CDI","NZ","684a"
3360,21256,"tr_6","C",1651,"06","O","ct_9","CDI","GZ","554a"
3369,5004,"tr_6","P",400,"06","O","ct_9","CDI","NZ","684a"
3374,18499,"tr_1","C",1897,"06","O","ct_9","CDI","JB","478d"
3399,13791,"tr_3","C",806,"06","O","ct_9","CDI","FZ","481a"
3409,8377,"tr_1","C",1169,"06","O","ct_9","CDI","FZ","681b"
3422,24634,"tr_1","P",1560,"06","O","ct_9","CDI","GZ","433d"
3423,23945,"tr_3","C",1637,"43","O","ct_9","CDI","CA","463a"
3425,36661,"tr_2","C",1960,"06","O","ct_9","CDI","QA","433a"
3435,26211,"tr_2","C",1693,"06","O","ct_9","CDI","KZ","376e"
3437,27594,"tr_4","P",3000,"06","O","ct_9","CDI","NZ","684a"
3439,29372,"tr_3","C",1339,"92","O","ct_9","CDI","MB","385a"
3440,20492,"tr_5","C",1618,"06","O","ct_9","CDI","HZ","333c"
3443,42646,"tr_6","C",1906,"06","O","ct_9","CDI","CL","388e"
3449,11887,"tr_4","C",283,"06","O","ct_8","TOA","RZ","465a"
3453,18043,"tr_4","C",1820,"06","O","ct_1","CDI","PZ","524b"
3477,28321,"tr_3","C",650,"06","O","ct_9","CDI","FZ","477c"
3478,5530,"tr_0","N",1332,"06","O","ct_7","CDI","QB","563a"
3485,27886,"tr_2","C",1673,"06","O","ct_9","CDI","MB","342g"
3491,34926,"tr_4","C",1810,"06","O","ct_9","CDI","MC","375a"
3492,18606,"tr_5","C",1814,"06","O","ct_3","CDI","QB","525d"
3493,2627,"tr_1","C",558,"06","A","ct_9","APP","FZ","683a"
3494,30394,"tr_6","C",1820,"06","O","ct_2","CDI","OZ","333f"
3496,17250,"tr_3","C",1820,"06","O","ct_8","CDI","QB","525a"
3502,20419,"tr_3","C",1763,"06","O","ct_9","CDI","GZ","551a"
3503,14913,"tr_5","C",1800,NA,"O","ct_9","CDI","HZ","521a"
3504,33039,"tr_6","C",1761,"06","O","ct_8","CDI","QA","431f"
3508,4198,"tr_1","C",203,"06","O","ct_9","CDI","CC","476a"
3511,10522,"tr_1","C",1075,"06","O","ct_9","CDI","IZ","561b"
3516,26813,"tr_6","P",1582,"06","O","ct_9","CDI","CF","475a"
3519,29011,"tr_2","C",1674,"06","O","ct_9","CDI","HZ","546c"
3535,4879,"tr_1","P",714,"06","O","ct_9","CDI","IZ","561c"
3542,3117,"tr_1","C",433,"06","O","ct_9","CDD","GZ","554e"
3545,17394,"tr_3","C",1784,"06","O","ct_9","CDI","GZ","553c"
3547,24411,"tr_5","C",1741,"06","O","ct_9","CDI","DZ","485a"
3551,7470,"tr_2","C",670,"06","O","ct_9","TOA","IZ","561b"
3558,22581,"tr_1","N",1819,"06","O","ct_7","CDI","TZ","563c"
3563,20227,"tr_4","C",1225,"06","O","ct_9","CDI","NZ","652a"
3570,29501,"tr_1","C",1530,"06","O","ct_9","CDI","GZ","554b"
3571,24800,"tr_1","N",3000,"06","O","ct_7","CDI","QB","563a"
3600,32374,"tr_1","C",1819,"06","O","ct_9","CDI","FZ","632a"
3601,2668,NA,"C",172,"06","O",NA,"CDI","RZ","354f"
3614,40826,"tr_6","P",1652,"06","O","ct_9","CDI","JC","388c"
3615,47651,"tr_1","C",1915,"06","O","ct_6","CDI","GZ","344d"
3629,33291,"tr_1","C",1623,"06","O","ct_9","CDI","GZ","556a"
3632,36681,"tr_4","C",2117,"06","O","ct_9","CDI","HZ","546e"
3634,14071,"tr_6","C",1188,"06","O","ct_9","CDD","KZ","467a"
3638,28443,"tr_3","C",1820,"06","O","ct_9","CDI","MA","478b"
3640,18921,"tr_3","C",1810,"06","O","ct_9","CDI","NZ","684a"
3644,11585,"tr_6","P",1318,"13","O","ct_9","CDI","NZ","684a"
3649,13085,"tr_1","C",1701,"06","O","ct_9","CDI","QA","542a"
3650,27121,"tr_6","C",1964,"06","O","ct_3","CDI","QA","431f"
3655,10402,"tr_2","P",1345,"06","O","ct_9","CDI","CA","554a"
3659,36792,"tr_3","C",1950,"06","O","ct_9","CDI","GZ","487a"
3661,37411,"tr_6","P",1187,"06","O","ct_9","CDI","JC","388a"
3664,23225,"tr_3","C",1635,"06","O","ct_9","CDI","GZ","472c"
3665,23615,"tr_6","C",1820,"06","O","ct_8","CDI","QA","526a"
3670,19087,"tr_1","P",1635,"06","O","ct_8","CDI","QB","432d"
3674,13327,"tr_1","C",1284,"06","O","ct_9","CDI","SZ","562b"
3679,33985,"tr_0","C",1820,"06","O","ct_9","CDI","JC","388c"
3681,22165,"tr_1","C",1438,"06","O","ct_9","CDI","LZ","543g"
3683,7983,"tr_1","P",558,"06","O","ct_9","CDI","MA","543b"
3685,28421,"tr_4","C",1153,"06","O","ct_9","CDI","JC","388a"
3686,35118,"tr_6","C",1828,"06","O","ct_9","CDI","HZ","477a"
3691,961,NA,"P",142,"06","O",NA,"CDI","CA","636c"
3693,14719,"tr_3","C",1723,"06","O","ct_9","CDI","HZ","641a"
3694,29477,"tr_4","C",1823,"06","O","ct_9","CDI","GZ","487a"
3698,24047,"tr_3","C",1526,"06","O","ct_9","CDI","GZ","462e"
3701,16055,"tr_1","C",1456,"06","O","ct_9","CDI","PZ","423a"
3704,9559,"tr_3","P",898,"06","O","ct_8","CDI","SZ","526c"
3709,21430,"tr_6","C",1820,"06","O","ct_3","AUT","QA","526a"
3720,3866,"tr_2","N",261,"06","O","ct_9","CDD","IZ","561b"
3721,26553,"tr_3","C",2690,"06","O","ct_9","CDI","QB","526d"
3722,12533,"tr_5","C",1063,"06","O","ct_9","CDI","CA","676c"
3739,8614,"tr_1","P",960,"06","O","ct_6","CDI","QA","526b"
3742,5092,"tr_0","N",265,"06","O","ct_9","AUT","CM","374d"
3746,61673,"tr_6","C",1574,"06","O","ct_9","CDI","CJ","380a"
3756,28468,"tr_4","C",1901,"06","O","ct_9","CDI","QA","372a"
3760,54686,"tr_2","C",1820,"13","O","ct_9","CDI","KZ","376c"
3761,20908,"tr_4","P",2222,"06","O","ct_8","CDI","QB","526d"
3763,10913,"tr_3","C",953,"05","O","ct_8","TOA","RZ","424a"
3765,5228,"tr_3","C",223,"06","O","ct_9","CDI","HZ","641a"
3768,17525,"tr_1","C",1389,"06","O","ct_9","CDI","LZ","463e"
3771,11437,"tr_1","C",837,"06","O","ct_9","CDI","IZ","468b"
3778,1646,"tr_1","C",192,"06","O","ct_9","CDD","GZ","554b"
3779,30346,"tr_1","C",1601,"06","O","ct_9","CDI","GZ","463b"
3785,32789,"tr_1","C",1967,"06","O","ct_9","CDI","QA","526e"
3795,22769,"tr_4","P",1461,"06","O","ct_1","CDI","OZ","461f"
3812,9603,"tr_2","C",1669,"06","O","ct_9","CDI","RZ","631a"
3813,36144,"tr_2","C",2074,"06","O","ct_9","CDI","JC","383a"
3815,34790,"tr_2","C",1820,"06","O","ct_9","CDI","FZ","472a"
3823,24767,"tr_5","C",1617,"06","O","ct_9","CDI","RZ","621c"
3841,16602,"tr_1","C",962,"06","O","ct_9","CDI","NZ","543g"
3849,22311,"tr_5","C",2003,"06","O","ct_8","CDI","SZ","423b"
3855,26530,"tr_4","C",1891,"06","O","ct_9","CDI","JA","388a"
3859,2701,NA,"C",193,"06","O",NA,"CDI","IZ","561f"
3864,12863,"tr_1","C",1571,"06","O","ct_6","CDI","QA","542a"
3871,23587,"tr_2","C",1655,"06","O","ct_9","CDI","MA","676a"
3876,4610,"tr_1","C",810,"06","O","ct_9","CDI","IZ","561c"
3888,23910,"tr_2","C",1820,"06","O","ct_8","CDI","QB","431f"
3890,12050,"tr_3","C",1229,"13","X","ct_8","AUT","FZ","681b"
3902,17339,"tr_1","C",1272,"06","O","ct_9","CDI","FZ","632b"
3904,3862,"tr_2","C",399,"06","O","ct_9","CDI","QB","526c"
3915,5510,"tr_5","C",552,"06","O","ct_9","CDI","NZ","534a"
3916,7992,"tr_1","P",878,"06","O","ct_9","CDI","GZ","551a"
3918,25648,"tr_1","C",2023,"06","O","ct_2","AUT","PZ","421b"
3920,33676,"tr_1","C",1813,"06","O","ct_9","CDI","GZ","344d"
3923,8628,"tr_2","C",1360,"06","A","ct_9","APP","GZ","682a"
3924,31479,"tr_6","C",1867,"06","O","ct_3","AUT","QA","431d"
3927,10408,"tr_1","C",715,"06","O","ct_9","CDI","SZ","562b"
3931,27254,"tr_4","C",1277,"06","O","ct_9","CDI","QB","636d"
3935,21071,"tr_3","C",1820,"06","O","ct_8","CDI","QA","525d"
3943,25587,"tr_1","C",1530,"06","O","ct_9","CDI","KZ","543b"
3945,3447,"tr_4","C",400,"06","O","ct_9","CDI","NZ","534a"
3962,5190,"tr_3","P",674,"06","O","ct_9","CDI","QB","563b"
3965,30375,"tr_1","C",1820,"06","O","ct_9","CDI","NZ","377a"
3966,9021,"tr_4","C",770,"06","O","ct_9","CDI","NZ","684a"
3969,2719,"tr_5","C",252,"06","O","ct_9","CDD","IZ","632g"
3978,51300,"tr_3","C",1810,"06","O","ct_9","CDI","HZ","641b"
3981,55555,"tr_6","C",1906,"06","O","ct_9","CDI","CL","384b"
3982,3449,NA,"C",424,"06","O",NA,"AUT","QB","563c"
3984,33363,"tr_5","P",1745,"06","O","ct_9","CDI","CI","383a"
4000,16131,"tr_4","P",1945,"06","O","ct_9","CDI","NZ","534a"
4001,12139,"tr_2","C",1820,"06","O","ct_8","CDI","QB","526c"
4005,12695,"tr_1","C",1402,"06","O","ct_9","CDI","LZ","564a"
4013,13267,"tr_2","P",910,"06","O","ct_9","CDI","FZ","373d"
4022,23588,"tr_3","C",2210,"06","O","ct_9","CDI","NZ","534a"
4028,30002,"tr_2","C",2058,"06","O","ct_9","CDI","QA","542a"
4031,9016,"tr_1","P",1039,"06","O","ct_9","CDI","LZ","684a"
4032,10530,"tr_1","C",1140,"06","O","ct_9","CDI","FZ","633a"
4039,2744,NA,"C",196,"06","O",NA,"CDI","IZ","561b"
4044,54162,"tr_6","C",1600,"06","O","ct_9","CDI","JC","373b"
4049,9403,"tr_1","P",1039,"06","O","ct_9","CDI","GZ","553c"
4051,12929,"tr_1","C",1686,"06","A","ct_9","APP","JC","683a"
4052,9166,"tr_2","C",1111,"06","O","ct_9","CDI","HZ","641b"
4056,6705,"tr_5","P",817,"06","O","ct_8","CDI","PZ","525b"
4057,1576,NA,"P",178,"06","O",NA,"CDI","IZ","561f"
4060,14246,"tr_5","P",1316,"06","O","ct_8","CDI","PZ","341b"
4074,29569,"tr_3","C",2028,"06","O","ct_9","CDI","JA","478c"
4077,33986,"tr_2","C",1820,"06","O","ct_9","CDI","MA","373a"
4085,52586,"tr_5","C",1820,"77","O","ct_5","CDI","FZ","372b"
4086,50012,"tr_2","C",1748,"06","O","ct_9","CDI","HZ","641b"
4087,48564,"tr_6","C",1820,"06","O","ct_9","CDI","JC","388c"
4088,11158,"tr_1","C",1013,"06","O","ct_8","CDI","NZ","564a"
4089,26305,"tr_1","C",1509,"06","O","ct_9","CDI","KZ","467a"
4090,3451,"tr_4","C",400,"06","O","ct_9","CDI","NZ","534a"
4092,14177,"tr_2","P",1030,"06","O","ct_9","CDI","GZ","554b"
4094,35352,"tr_3","C",1820,"06","O","ct_9","CDI","GZ","543f"
4101,16032,"tr_3","P",1144,"06","O","ct_8","CDI","OZ","451e"
4102,23294,"tr_3","C",1783,"06","O","ct_8","CDI","QB","424a"
4112,50398,"tr_5","C",1820,"06","O","ct_8","CDI","MA","478c"
4122,5056,"tr_5","P",336,"06","O","ct_9","CDI","GZ","553b"
4125,19227,"tr_3","C",2054,"06","O","ct_9","CDI","CE","674a"
4127,20193,"tr_6","C",1873,"06","O","ct_3","AUT","QB","632k"
4133,25301,"tr_5","C",1831,"06","O","ct_9","CDI","HZ","333c"
4134,8287,"tr_2","C",935,"06","O","ct_9","CDI","QB","462e"
4139,45279,"tr_5","C",1836,"69","O","ct_9","CDI","MA","385c"
4144,11730,"tr_3","P",949,"06","O","ct_9","CDI","QB","525d"
4149,18229,"tr_3","C",1709,"06","O","ct_8","CDI","QB","542a"
4152,23350,"tr_5","C",1828,"06","O","ct_2","AUT","QB","563b"
4157,2442,NA,"N",243,"69","O",NA,"CDI","GZ","556a"
4172,14027,"tr_4","C",988,"06","O","ct_9","CDI","GZ","641a"
4173,20577,"tr_5","C",1854,"06","O","ct_9","CDI","HZ","643a"
4177,9618,"tr_3","P",910,"06","O","ct_9","CDI","IZ","543g"
4178,23323,"tr_2","C",1669,"06","O","ct_5","CDI","HZ","676d"
4182,15306,"tr_1","C",1252,"06","O","ct_9","CDI","GZ","634c"
4184,45230,"tr_2","C",2028,"06","O","ct_9","CDI","MC","465a"
4185,16905,"tr_6","C",1733,"34","O","ct_9","CDI","NZ","534a"
