uid,Activity_type,Studying,SEX,INSEE,Age_2020,qualification,FAMILY_TYPE,occupation_42,target
571,"TA1-1",FALSE,"Male","01281",28,"DIPL1.6","typem4.1","csp_4_3","B"
572,"TA1-1",TRUE,"Female","01281",20,"DIPL1.4","typem4.3","csp_6_8","B"
578,"TA1-1",FALSE,"Female","01281",45,"DIPL1.5","typem4.1","csp_5_5","X"
581,"TA1-1",FALSE,"Male","01283",60,"DIPL1.8","typem4.1","csp_4_2","B"
585,"TA1-1",FALSE,"Male","01283",50,"DIPL1.5","typem4.1","csp_4_8","B"
588,"TA1-1",FALSE,"Male","01283",64,"DIPL1.3","typem3.2","csp_2_2","X"
589,"TA1-1",FALSE,"Male","01283",47,"DIPL3","typem4.1","csp_2_2","X"
590,"TA1-1",FALSE,"Female","01283",56,"DIPL1.3","typem1.2","csp_5_2","X"
592,"TA1-1",FALSE,"Male","01283",41,"DIPL1.3","typem4.1","csp_6_2","X"
593,"TA2-1",FALSE,"Male","01283",88,"DIPL1.8","typem4.4","csp_7_2","B"
597,"TA1-1",FALSE,"Male","01283",61,"DIPL1.3","typem4.1","csp_6_7","B"
598,"TA2-1",FALSE,"Male","01283",69,"DIPL1.3","typem4.4","csp_7_8","B"
599,"TA2-1",FALSE,"Male","01283",89,"DIPL1.2","typem1.1","csp_7_5","B"
600,"TA1-1",FALSE,"Male","01283",39,"DIPL3","typem1.1","csp_4_7","B"
602,"TA1-1",FALSE,"Female","01283",42,"DIPL1.8","typem1.2","csp_3_1","B"
605,"TA2-1",FALSE,"Male","01283",87,"DIPL1.3","typem4.4","csp_7_1","B"
606,"TA2-1",FALSE,"Male","01283",62,"DIPL1.6","typem1.1","csp_7_7","B"
607,"TA2-1",FALSE,"Female","01283",65,"DIPL1.3","typem4.4","csp_7_7","B"
608,"TA1-1",FALSE,"Male","01283",52,"DIPL1.7","typem4.1","csp_3_7","B"
609,"TA1-1",FALSE,"Female","01283",31,"DIPL1.5","typem4.1","csp_4_8","X"
611,"TA1-1",FALSE,"Male","01283",61,"DIPL1.7","typem4.2","csp_3_7","X"
617,"TA2-2",TRUE,"Male","01284",17,"DIPL3","typem1.1","csp_8_4","X"
618,"TA2-1",FALSE,"Male","01285",68,"DIPL2","typem4.3","csp_7_8","B"
619,"TA2-1",FALSE,"Female","01286",69,"DIPL1.7","typem4.4","csp_7_5","B"
620,"TA1-1",FALSE,"Male","01286",50,"DIPL3","typem1.1","csp_6_8","X"
622,"TA2-1",FALSE,"Female","01288",69,"DIPL1.5","typem4.4","csp_7_7","X"
623,"TA1-1",FALSE,"Male","01288",52,"DIPL1.3","typem4.1","csp_5_2","X"
628,"TA1-1",FALSE,"Female","01289",49,"DIPL1.6","typem4.1","csp_5_2","B"
629,"TA1-1",FALSE,"Male","01289",38,"DIPL2","typem1.1","csp_6_7","B"
630,"TA2-1",FALSE,"Male","01289",65,"DIPL1.1","typem4.4","csp_7_7","B"
631,"TA1-1",FALSE,"Male","01289",41,"DIPL1.6","typem1.1","csp_6_7","B"
632,"TA1-1",FALSE,"Female","01289",49,"DIPL1.4","typem4.1","csp_5_6","X"
642,"TA1-2",FALSE,"Female","01299",39,"DIPL1.3","typem2.0","csp_5_6","X"
644,"TA2-1",FALSE,"Female","01301",82,"DIPL1.1","typem4.4","csp_7_1","X"
645,"TA1-1",FALSE,"Male","01301",43,"DIPL1.7","typem4.1","csp_4_6","X"
650,"TA1-1",FALSE,"Male","01304",33,"DIPL1.5","typem4.1","csp_6_3","X"
652,"TA1-1",FALSE,"Male","01304",36,"DIPL1.6","typem4.1","csp_4_7","B"
653,"TA1-1",FALSE,"Male","01304",24,"DIPL1.5","typem4.3","csp_6_3","X"
657,"TA1-1",FALSE,"Male","01305",55,"DIPL1.3","typem4.1","csp_6_2","X"
658,"TA1-1",FALSE,"Male","01306",36,"DIPL1.5","typem4.1","csp_4_7","B"
663,"TA1-1",FALSE,"Female","01308",50,"DIPL1.6","typem4.1","csp_5_4","B"
665,"TA2-1",FALSE,"Female","01313",64,"DIPL1.6","typem4.4","csp_7_5","X"
666,"TA2-1",FALSE,"Male","01313",73,"DIPL1.3","typem1.1","csp_7_2","X"
668,"TA1-1",FALSE,"Male","01313",24,"DIPL1.5","typem4.1","csp_4_7","B"
669,"TA1-1",FALSE,"Male","01313",55,"DIPL1.7","typem1.1","csp_3_8","X"
670,"TA1-1",FALSE,"Female","01313",49,"DIPL1.5","typem3.2","csp_4_2","B"
673,"TA1-2",FALSE,"Female","01313",32,"DIPL1.3","typem4.2","csp_5_6","X"
674,"TA2-1",FALSE,"Male","01313",91,"DIPL3","typem4.4","csp_7_2","B"
675,"TA2-1",FALSE,"Male","01313",61,"DIPL1.3","typem3.2","csp_7_8","X"
676,"TA1-1",FALSE,"Male","01313",62,"DIPL1.3","typem4.1","csp_2_1","B"
680,"TA2-1",FALSE,"Male","01314",66,"DIPL1.3","typem4.4","csp_7_5","B"
681,"TA2-1",FALSE,"Female","01317",77,"DIPL1.3","typem4.4","csp_7_5","X"
683,"TA2-1",FALSE,"Male","01318",69,"DIPL1.3","typem4.4","csp_7_2","B"
686,"TA1-1",FALSE,"Female","01320",39,"DIPL1.2","typem4.1","csp_5_6","X"
687,"TA1-1",FALSE,"Female","01320",47,"DIPL1.6","typem3.2","csp_4_6","X"
688,"TA1-1",FALSE,"Male","01320",53,"DIPL1.3","typem4.1","csp_5_3","B"
690,"TA2-1",FALSE,"Male","01320",64,"DIPL1.3","typem4.4","csp_7_4","X"
692,"TA2-2",TRUE,"Male","01320",17,"DIPL3","typem4.1","csp_8_5","X"
696,"TA2-1",FALSE,"Male","01322",88,"DIPL1.1","typem4.4","csp_7_5","B"
701,"TA1-1",FALSE,"Male","01333",57,"DIPL1.6","typem2.0","csp_5_4","B"
702,"TA1-1",FALSE,"Male","01333",55,"DIPL1.8","typem4.1","csp_3_5","B"
703,"TA1-1",FALSE,"Female","01333",26,"DIPL1.5","typem1.2","csp_6_7","B"
705,"TA2-5",FALSE,"Male","01333",25,"DIPL1.6","typem1.1","csp_8_5","X"
709,"TA2-1",FALSE,"Male","01333",67,"DIPL2","typem4.4","csp_7_8","B"
710,"TA1-1",FALSE,"Female","01333",57,"DIPL1.2","typem4.1","csp_5_2","X"
711,"TA2-1",FALSE,"Male","01336",72,"DIPL1.5","typem2.0","csp_7_7","B"
712,"TA1-1",FALSE,"Female","01336",59,"DIPL1.3","typem1.2","csp_5_6","X"
713,"TA1-1",FALSE,"Female","01336",69,"DIPL1.8","typem4.1","csp_3_4","X"
714,"TA1-1",FALSE,"Male","01336",41,"DIPL1.7","typem4.1","csp_3_7","X"
715,"TA1-1",FALSE,"Female","01336",37,"DIPL1.8","typem4.3","csp_3_1","B"
718,"TA2-1",FALSE,"Male","01338",86,"DIPL1.3","typem4.4","csp_7_2","B"
721,"TA1-1",FALSE,"Female","01342",45,"DIPL1.5","typem4.1","csp_5_6","X"
728,"TA1-1",FALSE,"Male","01345",53,"DIPL2","typem3.1","csp_6_7","X"
731,"TA1-1",FALSE,"Female","01347",53,"DIPL1.3","typem4.1","csp_5_6","B"
733,"TA1-1",FALSE,"Female","01347",46,"DIPL1.7","typem4.1","csp_6_7","B"
736,"TA1-1",FALSE,"Male","01347",46,"DIPL1.5","typem3.1","csp_5_2","X"
737,"TA1-1",FALSE,"Female","01348",31,"DIPL1.5","typem1.2","csp_5_6","X"
739,"TA1-1",FALSE,"Male","01348",41,"DIPL1.5","typem4.1","csp_6_7","X"
743,"TA2-5",FALSE,"Female","01348",54,"DIPL3","typem4.4","csp_8_5","X"
744,"TA1-1",FALSE,"Female","01348",49,"DIPL1.8","typem4.1","csp_3_7","B"
746,"TA1-1",FALSE,"Female","01349",51,"DIPL1.4","typem4.1","csp_5_4","X"
750,"TA1-1",FALSE,"Female","01351",69,"DIPL1.4","typem4.3","csp_2_2","X"
754,"TA1-2",FALSE,"Female","01353",40,"DIPL1.5","typem4.2","csp_5_6","B"
755,"TA1-2",FALSE,"Female","01353",48,"DIPL1.3","typem3.2","csp_5_5","X"
758,"TA2-5",FALSE,"Male","01353",46,"DIPL1.4","typem3.1","csp_8_5","X"
761,"TA1-1",FALSE,"Male","01354",32,"DIPL2","typem4.1","csp_6_8","X"
763,"TA1-1",FALSE,"Male","01354",19,"DIPL1.3","typem3.2","csp_6_7","B"
765,"TA1-1",TRUE,"Female","01354",26,"DIPL1.5","typem2.0","csp_4_6","B"
766,"TA1-1",FALSE,"Female","01354",39,"DIPL1.2","typem4.1","csp_4_6","X"
769,"TA1-1",FALSE,"Female","01354",27,"DIPL1.6","typem2.0","csp_4_6","X"
770,"TA1-1",FALSE,"Female","01354",41,"DIPL1.8","typem4.1","csp_3_1","X"
773,"TA2-1",FALSE,"Female","01354",73,"DIPL1.1","typem4.4","csp_7_7","B"
779,"TA1-1",FALSE,"Male","01359",43,"DIPL1.6","typem4.1","csp_6_2","B"
781,"TA1-1",FALSE,"Male","01360",61,"DIPL3","typem1.1","csp_6_4","X"
782,"TA2-5",FALSE,"Female","01360",53,"DIPL3","typem1.2","csp_8_5","X"
784,"TA2-1",FALSE,"Male","01361",68,"DIPL1.1","typem4.3","csp_7_8","B"
787,"TA2-1",FALSE,"Female","01363",69,"DIPL2","typem4.4","csp_7_8","X"
788,"TA1-1",FALSE,"Female","01363",47,"DIPL1.6","typem4.1","csp_4_6","X"
789,"TA2-1",FALSE,"Female","01363",70,"DIPL1.3","typem1.2","csp_7_7","X"
790,"TA1-1",FALSE,"Male","01363",22,"DIPL1.2","typem1.1","csp_4_7","B"
791,"TA2-1",FALSE,"Male","01363",86,"DIPL1.2","typem4.4","csp_7_4","B"
793,"TA2-1",FALSE,"Male","01365",69,"DIPL1.4","typem4.4","csp_7_4","B"
797,"TA1-1",FALSE,"Male","01366",47,"DIPL3","typem4.2","csp_6_8","B"
800,"TA1-1",FALSE,"Female","01368",35,"DIPL1.6","typem4.1","csp_4_6","B"
801,"TA2-1",FALSE,"Male","01370",67,"DIPL1.3","typem4.4","csp_7_4","X"
804,"TA1-1",FALSE,"Female","01371",57,"DIPL1.4","typem1.2","csp_4_6","B"
805,"TA2-1",FALSE,"Male","01371",78,"DIPL1.3","typem4.4","csp_7_2","B"
807,"TA2-1",FALSE,"Male","01372",70,"DIPL1.1","typem4.4","csp_7_7","B"
809,"TA2-4",FALSE,"Female","01373",84,"DIPL1","typem4.4","csp_8_6","X"
815,"TA2-1",FALSE,"Male","01375",69,"DIPL1.3","typem4.4","csp_7_2","B"
816,"TA2-1",FALSE,"Female","01376",69,"DIPL1","typem4.4","csp_7_8","X"
818,"TA2-2",TRUE,"Female","01376",16,"DIPL1.2","typem4.1","csp_8_4","X"
820,"TA2-1",FALSE,"Male","01376",72,"DIPL1.1","typem2.0","csp_7_8","B"
821,"TA2-1",FALSE,"Male","01376",71,"DIPL1.6","typem4.4","csp_7_4","B"
825,"TA2-5",FALSE,"Female","01379",33,"DIPL1.6","typem4.2","csp_8_5","X"
826,"TA1-1",FALSE,"Female","01382",62,"DIPL1.4","typem1.2","csp_2_2","B"
827,"TA2-1",FALSE,"Female","01382",65,"DIPL1.5","typem1.2","csp_7_7","B"
828,"TA2-5",FALSE,"Female","01383",26,"DIPL1.3","typem1.2","csp_8_5","X"
829,"TA2-1",FALSE,"Female","01383",80,"DIPL1.3","typem1.2","csp_7_2","X"
832,"TA2-5",FALSE,"Male","01385",53,"DIPL1.3","typem4.4","csp_8_5","X"
835,"TA1-2",FALSE,"Male","01388",35,"DIPL1.3","typem1.1","csp_6_3","B"
836,"TA1-1",FALSE,"Male","01389",20,"DIPL1.3","typem4.4","csp_6_7","B"
840,"TA2-1",FALSE,"Female","01389",59,"DIPL1.7","typem4.4","csp_7_5","B"
841,"TA1-1",FALSE,"Male","01389",33,"DIPL1.6","typem4.1","csp_4_6","X"
842,"TA2-1",FALSE,"Female","01390",85,"DIPL1.2","typem3.2","csp_7_7","B"
852,"TA2-1",FALSE,"Male","01397",69,"DIPL1.3","typem4.4","csp_7_8","X"
854,"TA1-1",FALSE,"Male","01399",25,"DIPL1.7","typem4.2","csp_4_7","B"
855,"TA1-1",FALSE,"Female","01399",29,"DIPL1.7","typem4.1","csp_4_3","B"
856,"TA1-2",FALSE,"Male","01399",44,"DIPL1.3","typem1.1","csp_5_6","B"
857,"TA1-1",FALSE,"Female","01400",49,"DIPL1.4","typem4.1","csp_5_4","X"
864,"TA1-1",FALSE,"Male","01407",41,"DIPL1.3","typem4.2","csp_6_2","X"
867,"TA2-1",FALSE,"Male","01412",73,"DIPL1.5","typem4.4","csp_7_5","B"
868,"TA1-1",FALSE,"Female","01412",49,"DIPL1.4","typem4.1","csp_4_2","X"
871,"TA2-2",TRUE,"Male","01418",18,"DIPL1.2","typem3.2","csp_8_4","X"
872,"TA2-1",FALSE,"Female","01418",76,"DIPL2","typem1.2","csp_7_8","X"
873,"TA2-2",TRUE,"Female","01418",25,"DIPL1.6","typem4.2","csp_8_4","B"
875,"TA1-1",FALSE,"Female","01418",56,"DIPL1.2","typem4.1","csp_5_2","B"
876,"TA2-1",FALSE,"Male","01419",64,"DIPL1.4","typem4.4","csp_7_4","B"
877,"TA1-1",FALSE,"Male","01419",37,"DIPL1.6","typem4.1","csp_5_5","X"
878,"TA1-1",FALSE,"Female","01419",60,"DIPL1.2","typem1.2","csp_5_2","X"
881,"TA1-1",FALSE,"Female","01419",44,"DIPL1.6","typem3.2","csp_5_4","X"
882,"TA2-5",FALSE,"Male","01419",53,"DIPL3","typem4.4","csp_8_5","X"
883,"TA2-1",FALSE,"Female","01419",82,"DIPL1.2","typem3.2","csp_7_8","X"
884,"TA2-5",FALSE,"Female","01419",63,"DIPL1.3","typem4.4","csp_8_6","X"
885,"TA1-1",FALSE,"Female","01420",53,"DIPL1.3","typem3.2","csp_4_3","B"
887,"TA1-1",FALSE,"Male","01421",36,"DIPL1.4","typem1.1","csp_6_9","X"
890,"TA2-2",TRUE,"Female","01423",27,"DIPL1.8","typem1.2","csp_8_4","X"
891,"TA1-1",FALSE,"Female","01423",62,"DIPL1.5","typem4.1","csp_1_3","X"
895,"TA2-2",TRUE,"Male","01426",18,"DIPL1.2","typem3.2","csp_8_4","B"
897,"TA1-1",FALSE,"Male","01426",28,"DIPL1.6","typem4.1","csp_4_8","X"
898,"TA1-1",FALSE,"Female","01426",53,"DIPL1.3","typem1.2","csp_5_5","X"
900,"TA2-1",FALSE,"Male","01427",91,"DIPL1.1","typem4.4","csp_7_2","B"
901,"TA2-1",FALSE,"Female","01427",90,"DIPL1.1","typem1.2","csp_7_7","X"
904,"TA2-5",FALSE,"Male","01427",25,"DIPL3","typem4.3","csp_8_5","B"
905,"TA2-2",TRUE,"Female","01427",28,"DIPL1.7","typem4.2","csp_8_4","X"
908,"TA2-1",FALSE,"Female","01427",91,"DIPL3","typem4.4","csp_7_7","X"
911,"TA2-2",TRUE,"Male","01430",18,"DIPL1.2","typem3.2","csp_8_4","X"
913,"TA2-1",FALSE,"Female","01433",77,"DIPL1.4","typem1.2","csp_7_7","X"
918,"TA2-2",TRUE,"Male","01435",19,"DIPL1.2","typem3.1","csp_8_4","X"
921,"TA1-1",FALSE,"Female","01436",56,"DIPL1.5","typem1.2","csp_5_4","B"
925,"TA1-1",FALSE,"Female","01443",58,"DIPL1.5","typem4.1","csp_4_2","B"
926,"TA2-1",FALSE,"Male","01443",84,"DIPL1.4","typem1.1","csp_7_8","B"
929,"TA2-1",FALSE,"Female","01443",74,"DIPL1.5","typem3.2","csp_7_5","B"
930,"TA2-1",FALSE,"Female","01444",77,"DIPL1.2","typem1.2","csp_7_7","B"
931,"TA1-2",TRUE,"Female","01446",19,"DIPL1.4","typem4.1","csp_5_6","X"
932,"TA2-1",FALSE,"Female","01446",69,"DIPL1.6","typem4.4","csp_7_5","B"
934,"TA1-2",TRUE,"Male","01446",27,"DIPL1.4","typem4.1","csp_8_1","B"
936,"TA2-2",TRUE,"Male","01449",17,"DIPL1.2","typem3.2","csp_8_4","B"
937,"TA2-4",FALSE,"Female","01449",60,"DIPL1","typem4.4","csp_8_5","X"
938,"TA1-1",FALSE,"Female","01449",54,"DIPL1.6","typem4.1","csp_4_6","X"
941,"TA2-1",FALSE,"Female","01450",67,"DIPL1.4","typem1.2","csp_7_7","B"
942,"TA1-1",FALSE,"Male","01450",47,"DIPL1.3","typem4.1","csp_6_4","B"
943,"TA2-2",TRUE,"Female","01450",21,"DIPL1.4","typem3.2","csp_8_4","X"
944,"TA1-1",FALSE,"Male","01451",48,"DIPL1.8","typem4.1","csp_3_8","X"
945,"TA1-1",FALSE,"Female","01451",44,"DIPL1.7","typem4.1","csp_4_6","B"
946,"TA2-2",TRUE,"Female","01451",15,"DIPL1.2","typem4.2","csp_8_4","B"
947,"TA1-1",FALSE,"Male","01451",58,"DIPL1.4","typem4.1","csp_2_2","B"
948,"TA2-1",FALSE,"Female","01451",89,"DIPL2","typem1.2","csp_7_8","X"
949,"TA1-1",FALSE,"Female","01451",20,"DIPL1.6","typem4.3","csp_5_4","B"
950,"TA2-1",FALSE,"Female","01451",87,"DIPL1.2","typem1.2","csp_7_7","B"
951,"TA1-2",FALSE,"Female","01451",60,"DIPL1.3","typem4.4","csp_6_7","X"
952,"TA1-1",FALSE,"Female","01451",36,"DIPL1.3","typem4.4","csp_6_8","X"
955,"TA2-1",FALSE,"Female","01454",65,"DIPL1.7","typem1.2","csp_7_5","B"
957,"TA2-1",FALSE,"Female","01454",61,"DIPL1.4","typem1.2","csp_7_7","X"
958,"TA1-1",FALSE,"Female","01457",58,"DIPL1.3","typem1.2","csp_6_2","X"
962,"TA1-1",FALSE,"Male","01457",63,"DIPL1.6","typem2.0","csp_5_6","B"
963,"TA1-2",FALSE,"Male","01457",59,"DIPL1.1","typem4.3","csp_6_2","X"
964,"TA2-1",FALSE,"Male","01457",85,"DIPL1.3","typem4.4","csp_7_5","B"
968,"TA1-2",FALSE,"Female","02001",53,"DIPL1.6","typem4.2","csp_3_8","X"
971,"TA2-2",TRUE,"Male","02006",23,"DIPL1.6","typem1.1","csp_8_4","X"
972,"TA2-1",FALSE,"Female","02011",72,"DIPL1.5","typem4.4","csp_7_7","B"
973,"TA2-1",FALSE,"Female","02012",83,"DIPL1.6","typem1.2","csp_7_2","X"
975,"TA1-1",FALSE,"Female","02016",39,"DIPL3","typem3.2","csp_6_5","X"
977,"TA2-2",TRUE,"Male","02018",17,"DIPL3","typem4.1","csp_8_4","X"
983,"TA1-1",FALSE,"Male","02028",69,"DIPL1.3","typem4.1","csp_2_2","X"
984,"TA1-1",TRUE,"Male","02028",33,"DIPL1.8","typem4.1","csp_4_6","B"
987,"TA1-2",TRUE,"Female","02035",26,"DIPL1.7","typem4.4","csp_8_1","X"
989,"TA1-1",FALSE,"Male","02039",32,"DIPL1.8","typem4.1","csp_5_4","X"
991,"TA2-1",FALSE,"Female","02041",73,"DIPL1.2","typem4.4","csp_7_7","X"
992,"TA2-5",FALSE,"Female","02049",59,"DIPL1.2","typem4.4","csp_8_5","X"
993,"TA1-1",TRUE,"Male","02050",24,"DIPL1.8","typem2.0","csp_3_4","X"
995,"TA2-1",FALSE,"Female","02052",89,"DIPL1","typem4.1","csp_7_1","B"
997,"TA2-1",FALSE,"Female","02057",93,"DIPL1.1","typem1.2","csp_7_7","X"
998,"TA1-1",FALSE,"Female","02057",62,"DIPL3","typem4.1","csp_6_7","X"
999,"TA2-1",FALSE,"Male","02057",74,"DIPL2","typem4.4","csp_7_8","X"
1005,"TA2-4",FALSE,"Female","02064",61,"DIPL1.4","typem4.4","csp_8_6","X"
1006,"TA1-1",FALSE,"Male","02065",37,"DIPL1.8","typem4.1","csp_4_6","X"
1010,"TA2-4",FALSE,"Female","02071",59,"DIPL1.2","typem4.4","csp_8_5","X"
1011,"TA1-1",FALSE,"Male","02073",44,"DIPL1.3","typem4.1","csp_5_3","X"
1012,"TA1-1",FALSE,"Female","02081",45,"DIPL1.6","typem3.2","csp_4_5","B"
1013,"TA1-1",FALSE,"Male","02084",28,"DIPL1.4","typem1.1","csp_5_6","B"
1015,"TA2-2",TRUE,"Female","02086",15,"DIPL1.2","typem4.1","csp_8_4","X"
1019,"TA2-2",TRUE,"Female","02095",15,"DIPL3","typem3.2","csp_8_5","X"
1020,"TA1-1",FALSE,"Male","02095",33,"DIPL1.5","typem1.1","csp_4_7","X"
1021,"TA2-1",FALSE,"Male","02095",67,"DIPL1","typem4.4","csp_7_7","X"
1024,"TA1-1",FALSE,"Male","02095",29,"DIPL1.6","typem4.1","csp_2_1","X"
1027,"TA2-2",TRUE,"Male","02097",22,"DIPL1.6","typem4.2","csp_8_4","X"
1028,"TA2-5",FALSE,"Male","02097",55,"DIPL2","typem4.3","csp_8_5","X"
1029,"TA2-1",FALSE,"Male","02099",63,"DIPL3","typem4.4","csp_7_7","X"
1030,"TA1-1",FALSE,"Male","02103",51,"DIPL1.6","typem4.1","csp_3_8","B"
1031,"TA1-2",FALSE,"Male","02106",24,"DIPL3","typem4.1","csp_6_8","B"
1036,"TA2-1",FALSE,"Female","02110",78,"DIPL2","typem1.2","csp_7_5","B"
1040,"TA1-1",FALSE,"Female","02115",34,"DIPL1.6","typem4.1","csp_4_3","B"
1041,"TA2-4",FALSE,"Female","02119",34,"DIPL1.4","typem4.2","csp_8_5","X"
1044,"TA2-5",FALSE,"Female","02124",34,"DIPL1.3","typem3.2","csp_8_5","X"
1046,"TA2-2",TRUE,"Female","02127",20,"DIPL1.7","typem3.2","csp_8_4","X"
1049,"TA1-2",FALSE,"Male","02135",25,"DIPL1.6","typem4.1","csp_5_2","X"
1051,"TA1-1",FALSE,"Female","02135",46,"DIPL1.6","typem1.2","csp_4_6","X"
1053,"TA2-2",TRUE,"Female","02136",18,"DIPL1.2","typem4.1","csp_8_4","X"
1054,"TA1-1",FALSE,"Female","02136",54,"DIPL1.3","typem4.1","csp_6_5","X"
1058,"TA2-1",FALSE,"Male","02141",87,"DIPL3","typem4.4","csp_7_2","B"
1061,"TA2-1",FALSE,"Male","02153",88,"DIPL2","typem4.4","csp_7_1","X"
1062,"TA2-1",FALSE,"Male","02155",67,"DIPL1.3","typem4.3","csp_7_8","X"
1065,"TA1-1",FALSE,"Male","02157",49,"DIPL1.3","typem4.1","csp_2_1","X"
1066,"TA1-1",FALSE,"Female","02157",42,"DIPL1.7","typem4.1","csp_4_5","X"
1068,"TA2-1",FALSE,"Female","02162",73,"DIPL2","typem4.4","csp_7_7","X"
1069,"TA2-2",TRUE,"Female","02163",16,"DIPL1.2","typem3.2","csp_8_4","X"
1070,"TA2-5",FALSE,"Female","02163",38,"DIPL1.3","typem4.4","csp_8_5","X"
1076,"TA2-1",FALSE,"Female","02165",79,"DIPL2","typem4.4","csp_7_7","X"
1081,"TA1-1",FALSE,"Female","02168",46,"DIPL1.4","typem4.1","csp_5_3","X"
1086,"TA2-1",FALSE,"Male","02168",98,"DIPL1.7","typem4.4","csp_7_1","B"
1089,"TA2-1",FALSE,"Male","02168",73,"DIPL1.1","typem4.4","csp_7_5","X"
1090,"TA1-2",FALSE,"Male","02168",59,"DIPL1.8","typem4.4","csp_4_3","B"
1093,"TA1-1",FALSE,"Female","02168",41,"DIPL1.7","typem4.1","csp_4_3","B"
1096,"TA2-5",FALSE,"Female","02168",32,"DIPL1.6","typem4.2","csp_8_5","X"
1100,"TA1-1",TRUE,"Male","02173",25,"DIPL1.8","typem4.2","csp_3_1","B"
1102,"TA2-2",TRUE,"Female","02173",26,"DIPL1.4","typem2.0","csp_8_4","B"
1103,"TA2-2",TRUE,"Male","02173",22,"DIPL1.2","typem2.0","csp_8_4","X"
1106,"TA1-1",FALSE,"Male","02173",23,"DIPL1.3","typem4.1","csp_6_2","X"
1108,"TA2-2",TRUE,"Female","02173",27,"DIPL1.4","typem1.2","csp_8_4","B"
1109,"TA2-1",FALSE,"Female","02173",70,"DIPL1.3","typem4.4","csp_7_5","B"
1111,"TA1-1",FALSE,"Male","02173",30,"DIPL1.8","typem4.1","csp_4_7","B"
1113,"TA1-1",FALSE,"Female","02173",31,"DIPL1.6","typem4.1","csp_2_2","X"
1115,"TA2-2",TRUE,"Female","02173",15,"DIPL1.1","typem3.2","csp_8_4","B"
1116,"TA1-2",FALSE,"Male","02173",39,"DIPL2","typem4.3","csp_6_4","X"
1119,"TA1-1",FALSE,"Male","02173",35,"DIPL1.3","typem3.2","csp_6_2","X"
1120,"TA2-5",FALSE,"Female","02173",55,"DIPL1.3","typem4.2","csp_8_5","B"
1121,"TA2-2",TRUE,"Female","02173",19,"DIPL1.6","typem4.3","csp_8_4","B"
1122,"TA2-1",FALSE,"Female","02173",63,"DIPL1.5","typem4.4","csp_7_7","B"
1124,"TA2-1",FALSE,"Male","02180",68,"DIPL1.4","typem4.3","csp_7_8","X"
1126,"TA2-1",FALSE,"Male","02185",80,"DIPL1.4","typem4.4","csp_7_4","X"
1128,"TA2-2",TRUE,"Female","02186",16,"DIPL3","typem4.1","csp_8_5","B"
1129,"TA1-1",FALSE,"Male","02187",47,"DIPL1.3","typem4.1","csp_5_4","B"
1130,"TA2-1",FALSE,"Female","02188",85,"DIPL2","typem1.2","csp_7_7","X"
1133,"TA2-1",FALSE,"Female","02191",84,"DIPL1.2","typem4.4","csp_7_2","B"
1136,"TA1-1",FALSE,"Male","02203",55,"DIPL1.8","typem4.1","csp_3_1","X"
1139,"TA2-1",FALSE,"Female","02210",83,"DIPL1.3","typem4.4","csp_7_7","X"
1146,"TA2-4",FALSE,"Female","02223",62,"DIPL1.1","typem4.4","csp_8_6","B"
1148,"TA1-1",FALSE,"Female","02226",49,"DIPL1.6","typem4.1","csp_3_7","B"
1149,"TA2-1",FALSE,"Female","02231",87,"DIPL2","typem4.4","csp_7_7","X"
1152,"TA2-2",TRUE,"Female","02232",22,"DIPL1.7","typem1.2","csp_8_4","X"
1161,"TA1-1",FALSE,"Female","02242",44,"DIPL1.4","typem4.1","csp_5_6","X"
1165,"TA1-1",FALSE,"Male","02243",57,"DIPL2","typem4.2","csp_6_2","X"
1167,"TA2-5",FALSE,"Female","02243",41,"DIPL1","typem4.4","csp_8_5","X"
1168,"TA1-1",FALSE,"Male","02243",47,"DIPL2","typem4.1","csp_6_9","X"
1169,"TA2-1",FALSE,"Male","02243",74,"DIPL1.3","typem4.4","csp_7_7","X"
1170,"TA1-1",FALSE,"Female","02245",46,"DIPL1.3","typem4.1","csp_5_6","B"
1171,"TA2-4",FALSE,"Female","02245",50,"DIPL1.1","typem3.2","csp_8_5","X"
1172,"TA1-1",FALSE,"Female","02245",37,"DIPL1.8","typem4.1","csp_4_2","B"
1173,"TA2-1",FALSE,"Male","02245",68,"DIPL1.3","typem4.4","csp_7_5","X"
1174,"TA2-5",FALSE,"Male","02245",37,"DIPL2","typem4.4","csp_8_5","X"
1175,"TA1-1",FALSE,"Male","02245",54,"DIPL1.3","typem4.2","csp_6_4","X"
1176,"TA1-1",FALSE,"Male","02245",50,"DIPL1.6","typem1.1","csp_2_1","X"
1177,"TA1-1",FALSE,"Female","02246",70,"DIPL1.3","typem4.3","csp_5_4","B"
1179,"TA2-2",TRUE,"Male","02253",18,"DIPL3","typem3.2","csp_8_4","X"
1180,"TA2-4",TRUE,"Female","02254",48,"DIPL3","typem4.2","csp_8_5","X"
1181,"TA1-1",FALSE,"Female","02259",61,"DIPL1.4","typem4.3","csp_5_2","X"
1182,"TA1-1",FALSE,"Male","02269",47,"DIPL1.6","typem4.1","csp_3_7","X"
1183,"TA2-2",TRUE,"Female","02270",16,"DIPL3","typem4.1","csp_8_5","X"
1184,"TA1-1",FALSE,"Male","02274",23,"DIPL1.2","typem4.1","csp_6_9","X"
